,A,B,C,D
2000-11-23,-4.985885984424078,-5.957701846721854,3.3880052198759962,8.379302276674197
2000-11-24,-2.3218437665564835,-7.240350336115953,0.4456572720149756,7.53849440955063
2000-11-25,-1.4308801269700613,-6.44973263834563,1.3793447402770889,8.621460267835529
2000-11-26,-3.493929274904841,-7.588536090193471,0.5264402911701972,9.40490898792236
2000-11-27,-4.652606376361634,-7.907614591903517,1.1482061935701553,10.243331058732252
2000-11-28,-4.804722696629772,-7.608989224761406,1.274949237029685,9.333363366711433
2000-11-29,-5.198047054718415,-6.959070186418205,1.2286217812115365,9.935753724943213
2000-11-30,-5.523875420360727,-7.3437195142874465,3.072459480023422,9.045902300899868
2000-12-01,-4.321896346063729,-7.1046237762179825,3.7722967519513233,9.432562353417532
2000-12-02,-4.903201283215316,-9.760410759904989,4.238256841523215,9.752434360630938
2000-12-03,-5.399765502310251,-10.961664376791028,3.4286241309852015,10.077509097576973
2000-12-04,-5.524204473920994,-12.16872128136027,4.337765051226048,11.546075455734691
2000-12-05,-5.295439385341029,-11.160291859780237,4.081865214020646,12.261457364490743
2000-12-06,-5.277956345000941,-11.138742414780703,4.247986702932646,13.791621005786425
2000-12-07,-6.24730552883978,-11.95069065298117,5.998577561645292,13.18556924451315
2000-12-08,-4.585022047599813,-11.927169910237495,7.168977492832919,12.813526479953197
2000-12-09,-2.783541889992245,-11.189643071021054,7.835847244216333,11.895647474372854
2000-12-10,-3.7245495176466807,-12.723339522627244,6.8131226611342806,12.512240746888295
2000-12-11,-4.1718832810591255,-12.739531849613595,7.843575056219652,13.974747999424476
2000-12-12,-4.116947770520737,-12.440625207233794,8.4162188270268,13.558836555128321
2000-12-13,-4.504890120089063,-10.666289377698556,7.612926849519235,12.412868900147666
2000-12-14,-6.787318414175941,-9.228142377081666,10.562598842575925,15.18227880721818
2000-12-15,-8.61277657879379,-9.888272473185552,11.773656832538299,14.343089646153777
2000-12-16,-8.674345776470213,-10.742307075138381,11.306660211330529,13.023020160878394
2000-12-17,-9.340030366912716,-9.774948030128607,9.82578689708143,12.925858299234271
2000-12-18,-11.400297815499224,-8.885736200009386,10.419182648055342,13.95052875799946
2000-12-19,-10.785327977099502,-8.572691924137207,12.185106514296491,14.264619859225757
2000-12-20,-11.318092017075106,-8.718377279175,12.863807169400273,13.755851834455724
2000-12-21,-11.526885955737885,-7.973096432153998,15.782912494866183,12.83416340937677
2000-12-22,-11.339198132825535,-8.720225691153923,17.001764159970932,13.573140081308646
2000-12-23,-12.537176754519095,-9.179913945609714,15.379905514237944,13.289187948948095
2000-12-24,-13.045395146708124,-6.965220715318475,17.919896809271595,14.261882353858992
2000-12-25,-12.565420429052788,-6.225556042748365,16.905577818835276,13.382312548012298
2000-12-26,-11.092783226372854,-6.479369963113619,16.27903194023054,11.630050707547833
2000-12-27,-12.43257496002592,-4.5906087705233425,17.010148689716736,11.119294090963942
2000-12-28,-13.334909966480328,-4.777354556056928,16.23792396418652,10.868297193775682
2000-12-29,-15.062357508748109,-3.1072191435785443,15.95571116349171,11.856683886909824
2000-12-30,-16.213682100657728,-3.6929864492924764,16.998805074308613,11.9721563630419
2000-12-31,-16.87644300222542,-3.2178130507894895,17.85675987714671,12.13484217275654
2001-01-01,-17.23963126115073,-4.041457875778583,18.01884930194878,13.727666019813482
2001-01-02,-17.688657605871676,-5.572296360719381,17.190301656329808,14.40686329552528
2001-01-03,-17.338284848617263,-5.716762124505754,16.53394718424264,15.702829941797207
2001-01-04,-15.812446245257727,-4.733706750975981,16.21840819055835,15.842374169461747
2001-01-05,-16.460363488913778,-4.567012758653978,14.302609821697631,16.478629729388146
2001-01-06,-15.587971627065782,-5.364810385792688,12.397413375928675,17.347941813331097
2001-01-07,-16.940227618479867,-5.491557263223431,13.214389211523306,16.588612146765758
2001-01-08,-14.449652036374353,-4.65837206809613,13.514831731160852,16.469751836755268
2001-01-09,-12.892714062483796,-6.2122231687083245,14.086524394843636,16.454407338539983
2001-01-10,-11.250786610773094,-5.531909814640302,14.91581264538029,17.000314496385304
2001-01-11,-12.037708713936867,-5.490628993435929,15.3319082989103,17.913272574472295
2001-01-12,-11.818080549236715,-4.663929779159928,16.14479031712671,18.75563169089086
2001-01-13,-10.60800026017587,-3.6073922008304873,14.627480773854112,20.039757638478424
2001-01-14,-11.567036086723785,-3.5521343337107774,14.708099699969125,18.37380571588987
2001-01-15,-11.995577633530225,-2.8809813987286534,13.120988842731668,17.50134817132452
2001-01-16,-10.836419198770368,-5.328024276491255,14.611168214084516,18.168259254927044
2001-01-17,-10.925170488991983,-5.243752816250074,16.38892648159056,18.09144747586099
2001-01-18,-12.096331761053598,-4.8845973511267395,16.972838480769475,17.36161749305473
2001-01-19,-12.152781315331351,-3.2838160127764735,17.343662679840993,18.091866453863965
2001-01-20,-13.204818205581514,-2.924122112351332,16.251185829024067,18.970652602252855
2001-01-21,-13.15920794048258,-2.998310415027027,16.1636722108757,18.73280547385204
2001-01-22,-14.051991084783085,-3.3672884912233245,18.792277918749175,20.26076662446794
2001-01-23,-11.457873955492735,-3.6915228399416375,20.84206596473915,20.380930713999092
2001-01-24,-11.104138632877122,-3.4279504343997234,21.072104427484252,20.62241895932344
2001-01-25,-10.980127415897922,-3.157180898622671,19.589529998827754,20.645598572109495
2001-01-26,-10.729490288275654,-3.682268441019235,19.212211990876348,20.547371097859767
2001-01-27,-11.183845186426616,-1.9735440669462398,18.730586525985874,20.431559722836194
2001-01-28,-10.492340077145998,-2.591687791225155,17.808410678616383,19.96797096255314
2001-01-29,-11.933215957161462,-2.1026166588365296,17.464466158009017,19.58240331092286
2001-01-30,-10.527220532971935,-3.6226783450625692,19.142665664353416,19.111989709676152
2001-01-31,-10.313753268323708,-5.4827356292616045,16.847588426872775,18.942694195578664
2001-02-01,-8.927154826946772,-6.436310183768931,15.985859397780281,20.597621458076564
2001-02-02,-9.16239488559872,-6.641439508839601,17.0800126487562,20.945824820022466
2001-02-03,-9.818422365653802,-5.612996353088788,18.520612359737278,21.14864778462606
2001-02-04,-10.280594730110318,-5.52965027480302,19.128885869733647,20.586514616958297
2001-02-05,-9.514392244074863,-5.440183956524269,19.238324560139517,20.249911486757465
2001-02-06,-10.41347851148272,-4.580490232125463,19.443387648781254,18.75989973578436
2001-02-07,-10.999662291881972,-6.635497846778161,18.626612470246247,18.21088838571203
2001-02-08,-9.245340096545268,-6.690172725767903,19.288767803375066,18.119155501054763
2001-02-09,-9.973154134819836,-7.961931346642729,19.834597650728885,17.7317328333738
2001-02-10,-9.935464722755968,-6.104451448066871,18.752962593473736,18.026245495739943
2001-02-11,-11.035532026433883,-4.99293070671342,17.59469090404174,19.491474781602342
2001-02-12,-10.93543240305325,-5.559208569545972,17.243495705805945,17.051032496235724
2001-02-13,-11.84061137341261,-6.762653919638652,17.265991249008295,18.32211140097365
2001-02-14,-13.987697639238823,-6.6743023155810555,16.080289864897697,18.40745807409834
2001-02-15,-14.334802143882598,-5.324717401525813,15.070344114420593,19.860583728363434
2001-02-16,-12.489455842007345,-4.841635294420992,15.262491480939198,19.729124075551905
2001-02-17,-10.954940855603676,-5.55760488543892,14.46474747367034,19.567646832784604
2001-02-18,-11.555734524339226,-6.925598772878045,15.454069998800524,19.743163153640246
2001-02-19,-11.524222831026625,-8.369016813133221,15.407144900648328,18.73151842364637
2001-02-20,-13.871880382783637,-8.071589728203865,14.243021099432623,19.843309913109
2001-02-21,-13.4768052342455,-8.30452194281116,13.494733871036356,19.899242964532835
2001-02-22,-14.140037931625583,-8.10689826458833,11.604762904831457,19.614074603046888
2001-02-23,-13.685389425587694,-8.134180983898895,11.907142647418159,18.740214588894492
2001-02-24,-13.3051549886937,-10.148524521031,12.260050740763212,19.265720952906854
2001-02-25,-13.435795261057626,-11.732137890353684,14.472143522908677,19.78520915528857
2001-02-26,-15.796466915850415,-11.375326295443214,12.261455947903023,19.17232538907863
2001-02-27,-14.712686636151181,-10.978157521470731,12.259572206851558,18.88886219966723
2001-02-28,-13.455513591238432,-10.427269235488035,11.205601845396483,19.791080115205403
2001-03-01,-13.294023590468248,-9.096234909318646,12.09586167559557,18.524993655645282
2001-03-02,-12.868835168473979,-8.175399795003548,14.385274690543971,19.206504951923797
2001-03-03,-12.70959584556878,-9.43356041844658,12.50370692452067,18.673909199614847
2001-03-04,-11.470193689810555,-8.086249081570434,13.28693321854138,16.535547526004688
2001-03-05,-10.955271199031628,-8.020266083049536,14.295487727177454,18.80483537009554
2001-03-06,-10.694752396446981,-7.049503069062438,14.917279110003474,19.968872382152334
2001-03-07,-10.00712153527791,-6.1029394591802735,15.301602874580421,22.306914596950786
2001-03-08,-11.30413151881508,-5.401770004931552,15.309079875766251,23.96888455838128
2001-03-09,-9.719750721530671,-5.09599383219885,14.504904125022916,24.88270593782894
2001-03-10,-7.814558238899088,-4.783772213318051,15.346660919643288,25.091254608044174
2001-03-11,-10.369593576855845,-4.89648615882456,14.363925681607874,24.642892933022654
2001-03-12,-12.330095052963355,-4.980476398005602,13.342901906770411,23.52652958459937
2001-03-13,-12.366972076151088,-4.587251298626781,13.501102978521665,23.783403238451104
2001-03-14,-10.953382232630664,-4.412676339602145,12.495087612411673,22.715822515516113
2001-03-15,-10.207339850601734,-4.210805948500825,13.507198339922876,23.05562225729221
2001-03-16,-11.764884501837235,-3.4738664705826166,13.635362986156991,22.915717404549383
2001-03-17,-10.209326828168344,-3.3633077789589785,13.497997378125127,22.148749030899943
2001-03-18,-8.620902703404324,-3.31329430207618,14.040639894826384,22.84244444552268
2001-03-19,-7.637884471730708,-3.4107409501157564,14.624878912145313,24.324690012504814
2001-03-20,-7.346316471400563,-3.6355745687767858,14.943945750955269,24.45171663615443
2001-03-21,-7.341603093155168,-3.592216968155227,14.768953114494922,25.385872636613602
2001-03-22,-7.6406285892995065,-2.769925478430941,16.612250389612154,23.31057969455059
2001-03-23,-6.883460386598409,-2.987724152664961,16.630967278627157,24.59516064644211
2001-03-24,-5.6658780665915245,-2.2907083963004067,17.127571772490814,25.15699360002672
2001-03-25,-6.034623042218695,-2.824660429417246,16.95764805927757,24.89724449141796
2001-03-26,-5.88226965200629,-3.1211261401684642,15.718801757491226,23.110874712361927
2001-03-27,-5.441634213745166,-4.689163900146262,17.161584629459302,23.53347749316367
2001-03-28,-4.849117790930374,-5.733826459855072,16.295515786856917,23.31546532031681
2001-03-29,-5.841609753255781,-2.8541916677788732,14.881194464854017,22.129746729258592
2001-03-30,-5.572225166018558,-3.4516783092412737,14.852873473062989,21.734302608367877
2001-03-31,-4.729146551174704,-3.0210369635149728,14.870964817938816,21.72824204333486
2001-04-01,-4.229454793155775,-1.6882783481004355,14.391372693687105,20.61621520565619
2001-04-02,-4.037261455347236,-2.209721752361873,15.408852455719067,21.818442232712265
2001-04-03,-6.6235476653988785,-2.696673964564983,14.737819098577493,21.104836697286625
2001-04-04,-6.402110085519232,-1.1689773600660536,15.265016453365874,22.406958805011953
2001-04-05,-5.8178802480658875,-1.3797988281795333,17.127087579712622,21.869904800185846
2001-04-06,-6.031849497599154,0.6110791097705095,16.837519178151492,21.97666635424225
2001-04-07,-5.329644201212898,-0.23843917084279842,16.11023202584581,23.84653339381938
2001-04-08,-4.301524076615044,-0.4558967856937268,17.001934666443937,24.392755134965704
2001-04-09,-4.938255405069012,0.7443125431134248,18.120663764889773,23.216687476356505
2001-04-10,-3.2174848419017774,0.22506807489861058,17.990176872912993,22.09361087419125
2001-04-11,-5.289629821610607,1.871460312029055,18.318740406254232,21.880909707656954
2001-04-12,-6.9032796373070795,2.358880598872039,16.297612829678425,21.466321418916515
2001-04-13,-7.973352816628191,2.658513295041671,14.703639234964376,22.350978131090766
2001-04-14,-6.054820764592083,1.7613364950287738,14.96205288607086,21.083318898213477
2001-04-15,-6.481295791071422,2.253594471088298,15.444239759701045,21.29165471675042
2001-04-16,-6.438493988220668,0.0016038467903864984,14.429717791376852,20.814780299673345
2001-04-17,-6.515331596473235,0.28354875496901516,15.940217395080332,20.263423870124047
2001-04-18,-6.343413193608906,1.1447707534812621,15.113229930469398,21.103113176046495
2001-04-19,-7.040532237890189,0.5205801348368742,15.60486813053774,20.3883534220427
2001-04-20,-7.70317362506234,0.6440421671187169,15.46729193644859,20.41681888145055
2001-04-21,-8.212893729253656,0.15986634176472808,16.50242247231659,19.364268630236626
2001-04-22,-6.936005241230995,-0.5715664488149592,17.134087082899345,18.219006134862916
2001-04-23,-5.9948093747441105,-0.356027418564843,17.41324030348633,18.004617239977247
2001-04-24,-6.889794177602341,0.06586766899095137,17.941630869759184,19.396429336815693
2001-04-25,-8.748744262140871,-1.0715215467537926,17.249829577121435,20.944805202990562
2001-04-26,-8.093666184029155,-0.30111368243315995,15.989296393039558,21.39987528876933
2001-04-27,-9.603388687116773,0.7885364599826954,15.977700466797913,18.916005018125887
2001-04-28,-9.05253371262739,0.953928835425773,14.114256306978461,19.84806837808549
2001-04-29,-8.342743904322303,0.7641220723052541,14.466620855896098,21.074144970730874
2001-04-30,-7.998869252567648,1.2375187331124147,12.857431123478518,21.787209018544655
2001-05-01,-7.897930431561048,0.648650945693339,13.12728348715206,23.45959248435635
2001-05-02,-8.390535764335647,0.44010859533926544,13.034381323624268,22.537080160541358
2001-05-03,-8.599812497821372,1.0903613685475757,13.211220872082228,22.785295065835076
2001-05-04,-8.30747651240778,1.2188926375023417,11.241861519608845,23.50706317727642
2001-05-05,-7.7608869154015245,0.30374538836646003,11.616653012152394,24.225136771259873
2001-05-06,-5.666228577691603,1.5707792847178512,9.77218285562502,25.802534001751543
2001-05-07,-4.486075440643809,-0.6433155141573021,9.081676815974937,26.24387227092472
2001-05-08,-4.489093688014616,0.3346322205315483,8.826348983274162,26.960935259060822
2001-05-09,-3.214710174586766,-0.25342020891617023,9.582282234392451,26.414416243621265
2001-05-10,-3.3638802855904935,-0.4318817163042304,10.308716975802987,25.19768334819489
2001-05-11,-2.0578502291773595,0.2887211906016049,9.562028176766471,23.229794437468826
2001-05-12,-3.8472674270259244,1.1137819956818356,10.625861856814806,22.99685553644368
2001-05-13,-5.186175172840954,2.146003228792154,10.87403711222877,21.78053685232407
2001-05-14,-4.492431746790763,1.8459548826745427,12.597012810312613,22.901990810081667
2001-05-15,-5.320931479157894,2.965813100256974,13.678446660526856,21.485594995694743
2001-05-16,-4.7937915184337525,2.6102802510342595,13.724522435005944,22.705262697408944
2001-05-17,-3.8879498199780707,3.330898980772806,12.083139567284237,21.997973931806182
2001-05-18,-3.7062111638012087,3.234257089865381,12.367299799312402,22.28527034593025
2001-05-19,-3.430615734520834,3.734530804919632,11.778289473994684,21.00020728785205
2001-05-20,-2.3902913923535003,3.3593787286508667,12.10825931394014,21.151768348065225
2001-05-21,-0.6542709864615304,2.4880094175461065,11.176830467582201,20.609335168287398
2001-05-22,-0.5945445534171773,2.196859507609181,9.309696716426915,21.387442783565163
2001-05-23,0.40495032212744964,0.5413373956956904,8.217105819174867,21.469352840319097
2001-05-24,1.8321864210587577,0.6852860015179056,8.473050430925522,21.69549434701355
2001-05-25,1.9503800144478338,0.1511079077919104,7.451584624909909,20.66315982816821
2001-05-26,1.7772657293051213,-1.1647498859998884,8.14437414498319,20.131828250590807
2001-05-27,2.34576856217094,-2.1924038186291286,7.935655741429663,19.31949946163078
2001-05-28,1.3248635824173027,-0.6276683545099948,9.455387557580002,19.204073656066704
2001-05-29,1.1667275968879622,-1.2504834083605676,9.307048110145498,19.445810492729684
2001-05-30,0.7559735546398767,-1.207287064800689,8.230281737977045,17.28376336088307
2001-05-31,0.4060363537748139,-1.9006178203577622,8.785740258217459,17.40161329503684
2001-06-01,1.2056656133745924,-2.096621510606767,8.305912908190441,17.97703308776211
2001-06-02,0.8144083441816501,-2.2622458979295574,7.890451599932718,18.634903921608934
2001-06-03,0.4252852782043285,-2.486299472078352,7.273993583614132,18.092074791200123
2001-06-04,0.12388434621683231,-4.355131049804983,6.585689335212509,17.759746494600247
2001-06-05,0.06436588837637469,-3.9595681089657337,6.3854404177478585,19.167603425148833
2001-06-06,0.9832144836616736,-3.949898966723087,6.592903089778846,19.140496927607654
2001-06-07,0.9893891626088903,-4.510807603592717,7.5698267915620026,17.26624179802607
2001-06-08,1.054054365467375,-3.397821517938682,6.274714443574609,17.11775069945678
2001-06-09,1.3219270640841139,-3.4964340076149596,6.94025343787364,16.3863046740049
2001-06-10,0.30911582397348414,-3.922822430779848,8.222255570150345,17.17008624980726
2001-06-11,0.5920772800430325,-4.2983555023758635,7.066808079682758,16.138787137122556
2001-06-12,0.29702365271613673,-4.553261499187051,6.017564283533326,16.107901186497852
2001-06-13,0.8871428156015626,-6.422786685467976,3.344833605858165,16.169133980843135
2001-06-14,0.45687634723151377,-5.399691289978076,4.905228145382227,15.337866042970969
2001-06-15,-0.30765075494591904,-6.793081958197382,3.9065940715659178,14.480419407685346
2001-06-16,0.24595308158811596,-5.929143589653436,2.757536487846421,16.19769793440111
2001-06-17,-0.7937519732788241,-6.746492906092716,4.536216476825369,16.191747650948976
2001-06-18,-1.754573198317889,-9.273386281750334,4.154582725410735,16.1881327005828
2001-06-19,-2.872825834208834,-7.954534835697796,3.224460432737967,16.525211475248803
2001-06-20,-4.309752534810729,-7.710804602647013,3.536959881832474,14.78356143652267
2001-06-21,-3.240715213893602,-5.690850913077832,4.648992575533057,15.023231339862491
2001-06-22,-4.271421835027574,-4.059701764225506,5.704832463179825,15.389668810183595
2001-06-23,-3.5751194466983147,-3.7299093500455975,5.747382167173661,14.785173361678616
2001-06-24,-4.026974911073146,-3.232559328013667,5.867475384683562,16.276063589361524
2001-06-25,-2.6691948051335275,-2.539256472770598,6.376094261490809,15.68524071296959
2001-06-26,-5.07394418113428,-2.458508470717349,6.390748979562329,15.519362129995633
2001-06-27,-4.287551416626449,-1.9863564796375397,6.37446889747744,14.891426557908394
2001-06-28,-3.011006596667265,-3.677374016684313,5.3538536089272295,15.557028210491865
2001-06-29,-1.2174926869141465,-3.4435213069923574,5.674973449115379,16.490892598375808
2001-06-30,-0.07853877804187626,-2.909742096326963,5.19974481713513,16.265662870227928
2001-07-01,0.9679248825116218,-2.1735625418549906,5.682145433756546,15.544023575935443
2001-07-02,-0.41404121597317567,-1.8928019777730993,7.4323008141349725,15.54307571764458
2001-07-03,0.3568897121487221,-1.1797442168355228,8.016808546658858,16.335460996085587
2001-07-04,0.8852614434765548,-0.09613229391552536,7.142128974612405,14.327069472542792
2001-07-05,2.131304925930258,1.588908588490724,4.848669714536702,13.79078230274881
2001-07-06,2.6964236053841075,0.606768535967848,4.080298289839448,13.925135859157594
2001-07-07,2.361789719323417,0.008428169254871554,5.038842843481454,13.262578487849503
2001-07-08,1.6486166305121734,0.941132410519328,5.574456288096737,13.558402685049671
2001-07-09,2.4211052138601494,0.4153530464240943,5.555193171274473,13.110542303483038
2001-07-10,3.007752574010716,0.41948894526790476,5.967588365490903,14.219045183090984
2001-07-11,2.3435272121435813,0.9733701620642752,6.3019201041024955,13.088106308702226
2001-07-12,1.7000797214313104,-0.67652872990417,6.703877812053285,12.457426497085805
2001-07-13,3.245375892377318,-2.0276363804225577,6.451778304728424,12.545479588099768
2001-07-14,5.115046284359072,-2.780981928241673,7.230164144642588,10.714604984082195
2001-07-15,4.091940580825115,-1.0839810657215634,7.240637227801845,11.2242142756954
2001-07-16,2.9693000633541544,-1.8146895397881764,7.989110443357284,10.8103151999766
2001-07-17,3.1759351590369747,-1.3341671660738024,8.330055832050768,11.847498349200539
2001-07-18,3.9716710762306926,-0.57817717484662,6.96807259282167,11.303078519312143
2001-07-19,4.145477437309149,-1.449204143593128,6.320477996499559,12.024144527947122
2001-07-20,4.5385838261770575,-2.579639355920481,5.23387969696851,12.516561541160241
2001-07-21,4.232527350831721,-0.7816070378198687,4.72857484043425,12.719583043486464
2001-07-22,6.724265287633969,-0.27630672811572454,4.072778550238884,12.810936130219945
2001-07-23,6.1070693022740095,-1.1474546878125893,5.951762258639766,12.111293358606723
2001-07-24,7.647052146732006,-2.2816968241914712,6.5788786797684295,13.893322716964995
2001-07-25,5.927754566688854,-2.78100412236802,4.428217429918208,14.583968247662465
2001-07-26,7.698940853873873,-2.900263822832235,6.470185215899513,13.544727830355114
2001-07-27,6.452374579045565,-4.370787723065904,5.3133163007421675,12.782890654226403
2001-07-28,5.7887739171164565,-4.315259668313685,3.340295208349459,11.967534389881745
2001-07-29,6.01841939011821,-5.0871389609839985,4.051488525863035,11.536955164656929
2001-07-30,7.147375666237702,-4.690060547320623,4.128925673344172,13.038610765595097
2001-07-31,6.034715888116944,-5.004044161089814,4.18037945172479,12.61416309318393
2001-08-01,5.844013889430505,-4.937792591535879,4.868389113083115,12.583434701491814
2001-08-02,6.43579901849734,-5.454657489928819,5.156622695331767,11.418856369652538
2001-08-03,7.535280076969035,-5.4360331596172236,6.567650950289262,11.639897644088855
2001-08-04,7.777317044392984,-6.351036280417213,6.204194773416773,10.598446537929023
2001-08-05,6.501916934999794,-5.429373136915645,5.099948337876468,12.573971762759474
2001-08-06,5.659053381503278,-5.051149513098372,3.792833704113873,13.682401289650542
2001-08-07,4.537184682506904,-5.268434455632029,3.6065521036224633,12.455457977969754
2001-08-08,4.729560901259683,-3.6620913155233756,3.7422970768801007,13.396513160962622
2001-08-09,2.435405824961732,-2.9916108659527128,3.779817253748322,13.555132969305415
2001-08-10,2.9086877240547575,-4.127701030640503,2.873135706230339,13.570127536135193
2001-08-11,2.2602456771791712,-4.3276194965396515,3.4676329402303194,12.636576735525741
2001-08-12,1.7966070581917495,-4.101646318192568,3.4423771802028056,12.73701804772979
2001-08-13,2.7647623901059,-5.3249061719527,4.429041659273279,15.360575461270923
2001-08-14,3.8153213840667384,-7.436427066973161,4.597102508822104,14.876520272639661
2001-08-15,2.691996877628295,-7.643552737495772,5.291848890884529,13.488611775088023
2001-08-16,2.578337713920581,-8.697407406694968,5.793959249154651,13.793843535823116
2001-08-17,2.854029278961127,-7.697569720731197,7.496042355668769,15.263036271339676
2001-08-18,0.07975175339045482,-7.452648976502987,7.323405192106561,13.92559148594701
2001-08-19,-1.8697072488162938,-9.269096673632895,8.841087174640494,14.679087950385316
2001-08-20,-1.4957561735952112,-9.994791177003675,7.392552953795144,13.626426715187923
2001-08-21,-2.7465393359013177,-9.255962786121327,7.640905552977952,14.977156390711654
2001-08-22,-2.8726170360955647,-8.89360016605638,7.886981266105331,14.315763675312425
2001-08-23,-2.8491149325085514,-8.32667624648227,8.18114020011722,12.63354545968511
2001-08-24,-2.608605399957341,-8.632890604029885,10.464880254038107,12.15353364735036
2001-08-25,-0.975346394108719,-10.647438670484632,8.127214080322048,13.385860907336397
2001-08-26,0.6747467415393875,-10.864350261521741,6.36791141902459,12.482706847343335
2001-08-27,0.8346786964635382,-9.833835657402203,5.040034551784004,10.868386426342132
2001-08-28,-0.4274709261515144,-9.778569282655155,3.8792444003575737,10.298018159252708
2001-08-29,0.6604985429787511,-10.071132235388397,4.853877904785659,10.018240668465618
2001-08-30,0.2321314755781022,-10.74405645224074,3.816065351610993,9.570724311459855
2001-08-31,0.9770389835507944,-10.049328138084762,2.7545062704299568,9.879076841095495
2001-09-01,0.8573600809149099,-10.136378501211272,2.156767942275324,10.095426643797433
2001-09-02,-1.0923253703592777,-11.367645495425807,1.8084140155600856,10.777752285844462
2001-09-03,1.2365221065882106,-12.192032525694136,3.1616508090805997,11.783069812553721
2001-09-04,1.3531612618140607,-13.281007599033437,3.124583976933137,13.292691760411554
2001-09-05,1.9474943177703412,-14.32776475760533,3.4456557421519984,14.295411904577133
2001-09-06,2.4926223446232285,-16.853217048604684,4.7370955033145,14.292912229155519
2001-09-07,2.328318985968886,-16.40889372471038,3.650399687394496,14.619539984958998
2001-09-08,2.0398989377938874,-16.231715575024047,3.5268611405820702,15.709634021571937
2001-09-09,2.3886460422666107,-15.421980337103523,3.683197649338812,15.33702911084131
2001-09-10,-0.5120914037936024,-14.422119633226643,3.8511334355620153,14.565091719371464
2001-09-11,-1.4754117604196866,-14.234889681127902,2.9835015613322833,14.087346699820657
2001-09-12,-3.757189338637216,-13.447101636236523,4.230997325838704,12.93253772931813
2001-09-13,-5.058713145625947,-13.882644871981775,5.366842193915449,13.066005737616598
2001-09-14,-4.133657696975686,-13.24787715023552,4.870881515494451,11.907265294879776
2001-09-15,-5.35143637717562,-13.286129465669973,5.524510860401339,13.7152880154139
2001-09-16,-5.67468158970219,-12.125855609415938,7.003572356403522,13.721567792162848
2001-09-17,-6.143012396967949,-11.399560506050676,5.374030353509642,13.950781022626646
2001-09-18,-6.412596437941963,-12.148516882752388,3.8462712837593487,13.24755088145942
2001-09-19,-5.81060522413646,-12.09891736491379,4.442863476343865,12.932726461300602
2001-09-20,-5.990822341994106,-12.559416089896613,5.450729488273361,11.104830738547491
2001-09-21,-5.855738405967659,-13.367617367220362,5.5046460888877755,9.976233025142777
2001-09-22,-6.2640131090580855,-13.10870863332275,5.175052363151334,10.295275397035267
2001-09-23,-6.831728543145922,-11.576358718905341,5.9962196559187655,11.432435749255625
2001-09-24,-7.692862987058297,-10.91839084431043,5.468929219108256,10.962044979078831
2001-09-25,-7.225482362261768,-10.723431063227908,4.992146817010067,11.560213262645558
2001-09-26,-8.132792679983025,-11.82532736007662,6.890832726485504,11.179493316851042
2001-09-27,-8.100268298590752,-11.095811620953272,6.493541556784559,11.542944886745358
2001-09-28,-9.634566394799414,-12.355278426673621,6.2182377812368514,10.364425715485275
2001-09-29,-10.620250269515566,-12.06200028548832,6.665595565365552,9.965044205753129
2001-09-30,-10.709040352297745,-12.181372178218876,7.2453129763173445,9.600218246196807
2001-10-01,-8.963117496074716,-11.02615723203657,7.917351408425078,9.684074805235813
2001-10-02,-10.697814371946588,-10.114519656299697,8.921663692045062,7.798812241121188
2001-10-03,-10.132970263192476,-9.8580791519898,10.622601136930797,7.031031621139655
2001-10-04,-10.193857030483112,-9.274635955751366,9.759672449328164,8.839524237536015
2001-10-05,-10.14184500897583,-10.316739214738798,9.313567554985214,7.969584765389948
2001-10-06,-8.657497024856868,-12.056721381994985,9.052132547152734,8.231018246773342
2001-10-07,-9.671721639110618,-11.291661095644749,10.017961157702196,6.082543016734986
2001-10-08,-9.52275877327505,-10.340870917752168,9.953415483044417,4.761424524920899
2001-10-09,-11.01340255851247,-12.716421832040727,8.475383507995101,3.52809556804957
2001-10-10,-12.096897330561642,-14.039169684707687,5.302418429137581,3.1503100927619867
2001-10-11,-10.91652499043796,-15.449204398128957,5.4577790840782905,4.382372981177371
2001-10-12,-12.119381105976977,-14.786810804827935,7.178900515269024,4.692615637131513
2001-10-13,-12.214430285732314,-12.106786329677599,5.917993204494559,4.8042107147684225
2001-10-14,-10.806071197942282,-12.017456638015464,4.677311614532818,5.026050262178164
2001-10-15,-12.03395694110608,-11.385923334377187,3.0764569989013575,2.883901606184168
2001-10-16,-12.761806586561482,-12.299676790858232,3.438788673744344,1.614333583664812
2001-10-17,-12.474708593481719,-12.35496690861203,3.645259833507442,2.3721368996618564
2001-10-18,-12.498023541377583,-13.395016593133487,3.351632748897516,3.591629033168223
2001-10-19,-12.434461257234503,-13.64468757784185,4.132993287388179,3.8657875997226636
2001-10-20,-12.491156627558427,-14.584025196599008,4.06954055919066,4.498367086771687
2001-10-21,-12.519641289176132,-15.92976224196332,4.457085048031013,5.30473069390133
2001-10-22,-12.70567634037451,-15.664168466158708,4.36274488214377,7.828152959650862
2001-10-23,-13.917571078056813,-15.61846338720958,4.480482707725008,6.480860350228029
2001-10-24,-12.599228585006461,-16.242294843089134,4.943476102346221,5.0535772082084005
2001-10-25,-11.338279548054103,-15.778699586461373,4.7039643833583895,5.554281919269051
2001-10-26,-11.198122986481389,-15.723865772188983,7.206417481879573,5.318475608095001
